handleToken	self.addDirect
handleToken	enumToInt
finish	std.debug.assert
finish	tree.tokens.items
finish	handleComments
finish	handleToken
finish	self.handleComments
finish	offsets.tokenLength
finish	self.addDirect
finish	self.handle.tree.tokens.items
finish	enumToInt
finish	offsets.lineSectionLength
addDirect	truncate
addDirect	enumToInt
addDirect	offsets.tokenRelativeLocation
addDirect	self.arr.appendSlice
addDirect	tok_mod.toInt
toOwnedSlice	self.arr.toOwnedSlice
writeToken	writeTokenMod
writeToken	builder.add
writeTokenMod	builder.add
writeDocComments	tree.tokens.items
writeDocComments	builder.add
writeDocComments	tok_mod.set
fieldTokenType	as
fieldTokenType	handle.tree.nodes.items
fieldTokenType	handle.tree.tokens.items
colorIdentifierBasedOnType	writeTokenMod
colorIdentifierBasedOnType	builder.add
colorIdentifierBasedOnType	type_node.isNamespace
colorIdentifierBasedOnType	type_node.isStructType
colorIdentifierBasedOnType	type_node.isEnumType
colorIdentifierBasedOnType	type_node.isUnionType
colorIdentifierBasedOnType	type_node.isOpaqueType
colorIdentifierBasedOnType	type_node.isTypeFunc
colorIdentifierBasedOnType	type_node.isFunc
colorIdentifierBasedOnType	type_node.isGenericFunc
colorIdentifierBasedOnType	new_tok_mod.set
writeNodeTokens	intCast
writeNodeTokens	std.debug.assert
writeNodeTokens	as
writeNodeTokens	boolToInt
writeNodeTokens	tree.tokens.items
writeNodeTokens	tree.firstToken
writeNodeTokens	lastToken
writeNodeTokens	tree.tokenSlice
writeNodeTokens	analysis.lookupSymbolContainer
writeNodeTokens	fnProto
writeNodeTokens	fullPtrType
writeNodeTokens	assert
writeNodeTokens	ptrTypeSimple
writeNodeTokens	tree.extraData
writeNodeTokens	tree.nodes.items
writeNodeTokens	ptrTypeSentinel
writeNodeTokens	ptrTypeAligned
writeNodeTokens	ptrTypeBitRange
writeNodeTokens	fullIf
writeNodeTokens	ifFull
writeNodeTokens	fullWhile
writeNodeTokens	whileSimple
writeNodeTokens	whileCont
writeNodeTokens	whileFull
writeNodeTokens	forSimple
writeNodeTokens	forFull
writeNodeTokens	containerField
writeNodeTokens	tree.containerField
writeNodeTokens	tree.containerFieldInit
writeNodeTokens	tree.containerFieldAlign
writeNodeTokens	ptrType
writeNodeTokens	whileAst
writeNodeTokens	isContainer
writeNodeTokens	tree.containerDecl
writeNodeTokens	tree.containerDeclArg
writeNodeTokens	tree.containerDeclTwo
writeNodeTokens	tree.taggedUnion
writeNodeTokens	tree.taggedUnionEnumTag
writeNodeTokens	tree.taggedUnionTwo
writeNodeTokens	varDecl
writeNodeTokens	tree.globalVarDecl
writeNodeTokens	tree.localVarDecl
writeNodeTokens	tree.alignedVarDecl
writeNodeTokens	tree.simpleVarDecl
writeNodeTokens	tree.fnProto
writeNodeTokens	tree.fnProtoMulti
writeNodeTokens	tree.fnProtoOne
writeNodeTokens	tree.fnProtoSimple
writeNodeTokens	tree.callFull
writeNodeTokens	tree.callOne
writeNodeTokens	writeToken
writeNodeTokens	writeTokenMod
writeNodeTokens	builder.add
writeNodeTokens	writeDocComments
writeNodeTokens	tok_mod.set
writeNodeTokens	fieldTokenType
writeNodeTokens	handle.tree.nodes.items
writeNodeTokens	handle.tree.tokens.items
writeNodeTokens	colorIdentifierBasedOnType
writeNodeTokens	type_node.isNamespace
writeNodeTokens	type_node.isStructType
writeNodeTokens	type_node.isEnumType
writeNodeTokens	type_node.isUnionType
writeNodeTokens	type_node.isOpaqueType
writeNodeTokens	type_node.isTypeFunc
writeNodeTokens	type_node.isFunc
writeNodeTokens	type_node.isGenericFunc
writeNodeTokens	new_tok_mod.set
writeNodeTokens	sizeOf
writeNodeTokens	Frame
writeNodeTokens	arena.child_allocator.alignedAlloc
writeNodeTokens	arena.child_allocator.free
writeNodeTokens	writeContainerField
writeNodeTokens	analysis.isTypeIdent
writeNodeTokens	analysis.lookupSymbolGlobal
writeNodeTokens	tree.getNodeSource
writeNodeTokens	child.resolveType
writeNodeTokens	analysis.isTypeFunction
writeNodeTokens	analysis.isGenericFunction
writeNodeTokens	fn_proto.iterate
writeNodeTokens	it.next
writeNodeTokens	tree.switchCase
writeNodeTokens	tree.switchCaseOne
writeNodeTokens	tree.arrayInit
writeNodeTokens	tree.arrayInitOne
writeNodeTokens	tree.arrayInitDot
writeNodeTokens	tree.arrayInitDotTwo
writeNodeTokens	tree.structInit
writeNodeTokens	tree.structInitDot
writeNodeTokens	tree.structInitOne
writeNodeTokens	tree.structInitDotTwo
writeNodeTokens	analysis.resolveTypeOfNode
writeNodeTokens	tree.slice
writeNodeTokens	tree.sliceOpen
writeNodeTokens	tree.sliceSentinel
writeNodeTokens	tree.asmFull
writeNodeTokens	tree.asmSimple
writeNodeTokens	analysis.getDocCommentTokenIndex
writeNodeTokens	analysis.BoundTypeParams.init
writeNodeTokens	analysis.resolveFieldAccessLhsType
writeNodeTokens	analysis.resolveTypeOfNodeInternal
writeNodeTokens	isContainerField
writeNodeTokens	decl_type.handle.tree.nodes.items
writeNodeTokens	decl_type.resolveType
writeNodeTokens	tree.arrayType
writeNodeTokens	tree.arrayTypeSentinel
writeNodeTokens	asyncCall
writeContainerField	intCast
writeContainerField	std.debug.assert
writeContainerField	tree.tokens.items
writeContainerField	tree.firstToken
writeContainerField	lastToken
writeContainerField	tree.extraData
writeContainerField	tree.nodes.items
writeContainerField	containerField
writeContainerField	tree.containerField
writeContainerField	tree.containerFieldInit
writeContainerField	tree.containerFieldAlign
writeContainerField	writeToken
writeContainerField	writeTokenMod
writeContainerField	builder.add
writeContainerField	writeDocComments
writeContainerField	tok_mod.set
writeContainerField	analysis.getDocCommentTokenIndex
writeContainerField	asyncCall
writeAllSemanticTokens	intCast
writeAllSemanticTokens	std.debug.assert
writeAllSemanticTokens	as
writeAllSemanticTokens	boolToInt
writeAllSemanticTokens	tree.tokens.items
writeAllSemanticTokens	tree.firstToken
writeAllSemanticTokens	lastToken
writeAllSemanticTokens	tree.tokenSlice
writeAllSemanticTokens	analysis.lookupSymbolContainer
writeAllSemanticTokens	fnProto
writeAllSemanticTokens	fullPtrType
writeAllSemanticTokens	assert
writeAllSemanticTokens	ptrTypeSimple
writeAllSemanticTokens	tree.extraData
writeAllSemanticTokens	tree.nodes.items
writeAllSemanticTokens	ptrTypeSentinel
writeAllSemanticTokens	ptrTypeAligned
writeAllSemanticTokens	ptrTypeBitRange
writeAllSemanticTokens	fullIf
writeAllSemanticTokens	ifFull
writeAllSemanticTokens	fullWhile
writeAllSemanticTokens	whileSimple
writeAllSemanticTokens	whileCont
writeAllSemanticTokens	whileFull
writeAllSemanticTokens	forSimple
writeAllSemanticTokens	forFull
writeAllSemanticTokens	containerField
writeAllSemanticTokens	tree.containerField
writeAllSemanticTokens	tree.containerFieldInit
writeAllSemanticTokens	tree.containerFieldAlign
writeAllSemanticTokens	ptrType
writeAllSemanticTokens	whileAst
writeAllSemanticTokens	isContainer
writeAllSemanticTokens	declMembers
writeAllSemanticTokens	tree.containerDecl
writeAllSemanticTokens	tree.containerDeclArg
writeAllSemanticTokens	tree.containerDeclTwo
writeAllSemanticTokens	tree.taggedUnion
writeAllSemanticTokens	tree.taggedUnionEnumTag
writeAllSemanticTokens	tree.taggedUnionTwo
writeAllSemanticTokens	tree.rootDecls
writeAllSemanticTokens	varDecl
writeAllSemanticTokens	tree.globalVarDecl
writeAllSemanticTokens	tree.localVarDecl
writeAllSemanticTokens	tree.alignedVarDecl
writeAllSemanticTokens	tree.simpleVarDecl
writeAllSemanticTokens	tree.fnProto
writeAllSemanticTokens	tree.fnProtoMulti
writeAllSemanticTokens	tree.fnProtoOne
writeAllSemanticTokens	tree.fnProtoSimple
writeAllSemanticTokens	tree.callFull
writeAllSemanticTokens	tree.callOne
writeAllSemanticTokens	writeToken
writeAllSemanticTokens	writeTokenMod
writeAllSemanticTokens	builder.add
writeAllSemanticTokens	writeDocComments
writeAllSemanticTokens	tok_mod.set
writeAllSemanticTokens	fieldTokenType
writeAllSemanticTokens	handle.tree.nodes.items
writeAllSemanticTokens	handle.tree.tokens.items
writeAllSemanticTokens	colorIdentifierBasedOnType
writeAllSemanticTokens	type_node.isNamespace
writeAllSemanticTokens	type_node.isStructType
writeAllSemanticTokens	type_node.isEnumType
writeAllSemanticTokens	type_node.isUnionType
writeAllSemanticTokens	type_node.isOpaqueType
writeAllSemanticTokens	type_node.isTypeFunc
writeAllSemanticTokens	type_node.isFunc
writeAllSemanticTokens	type_node.isGenericFunc
writeAllSemanticTokens	new_tok_mod.set
writeAllSemanticTokens	writeNodeTokens
writeAllSemanticTokens	sizeOf
writeAllSemanticTokens	Frame
writeAllSemanticTokens	arena.child_allocator.alignedAlloc
writeAllSemanticTokens	arena.child_allocator.free
writeAllSemanticTokens	writeContainerField
writeAllSemanticTokens	analysis.isTypeIdent
writeAllSemanticTokens	analysis.lookupSymbolGlobal
writeAllSemanticTokens	tree.getNodeSource
writeAllSemanticTokens	child.resolveType
writeAllSemanticTokens	analysis.isTypeFunction
writeAllSemanticTokens	analysis.isGenericFunction
writeAllSemanticTokens	fn_proto.iterate
writeAllSemanticTokens	it.next
writeAllSemanticTokens	tree.switchCase
writeAllSemanticTokens	tree.switchCaseOne
writeAllSemanticTokens	tree.arrayInit
writeAllSemanticTokens	tree.arrayInitOne
writeAllSemanticTokens	tree.arrayInitDot
writeAllSemanticTokens	tree.arrayInitDotTwo
writeAllSemanticTokens	tree.structInit
writeAllSemanticTokens	tree.structInitDot
writeAllSemanticTokens	tree.structInitOne
writeAllSemanticTokens	tree.structInitDotTwo
writeAllSemanticTokens	analysis.resolveTypeOfNode
writeAllSemanticTokens	tree.slice
writeAllSemanticTokens	tree.sliceOpen
writeAllSemanticTokens	tree.sliceSentinel
writeAllSemanticTokens	tree.asmFull
writeAllSemanticTokens	tree.asmSimple
writeAllSemanticTokens	analysis.getDocCommentTokenIndex
writeAllSemanticTokens	analysis.BoundTypeParams.init
writeAllSemanticTokens	analysis.resolveFieldAccessLhsType
writeAllSemanticTokens	analysis.resolveTypeOfNodeInternal
writeAllSemanticTokens	isContainerField
writeAllSemanticTokens	decl_type.handle.tree.nodes.items
writeAllSemanticTokens	decl_type.resolveType
writeAllSemanticTokens	tree.arrayType
writeAllSemanticTokens	tree.arrayTypeSentinel
writeAllSemanticTokens	asyncCall
writeAllSemanticTokens	Builder.init
writeAllSemanticTokens	builder.arr.deinit
writeAllSemanticTokens	builder.finish
writeAllSemanticTokens	builder.toOwnedSlice
ErrorUnwrappedReturnOf	TypeOf
ErrorUnwrappedReturnOf	typeInfo
Transform	ErrorUnwrappedReturnOf
Transform	TypeOf
Transform	typeInfo
fromDynamicTreeInternal	std.meta.fields
fromDynamicTreeInternal	field
fromDynamicTreeInternal	TypeOf
fromDynamicTreeInternal	typeInfo
fromDynamicTreeInternal	fromDynamicTreeInternal
fromDynamicTreeInternal	std.meta.trait.hasDecls
fromDynamicTreeInternal	value.Object.get
fromDynamicTreeInternal	actual_type.transform
fromDynamicTreeInternal	std.meta.trait.isSlice
fromDynamicTreeInternal	std.meta.Child
fromDynamicTreeInternal	arena.allocator.alloc
fromDynamicTreeInternal	std.meta.intToEnum
fromDynamicTreeInternal	std.meta.trait.is
fromDynamicTreeInternal	std.math.cast
fromDynamicTreeInternal	compileError
fromDynamicTreeInternal	typeName
fromDynamicTree	std.meta.fields
fromDynamicTree	field
fromDynamicTree	TypeOf
fromDynamicTree	typeInfo
fromDynamicTree	fromDynamicTreeInternal
fromDynamicTree	std.meta.trait.hasDecls
fromDynamicTree	value.Object.get
fromDynamicTree	actual_type.transform
fromDynamicTree	std.meta.trait.isSlice
fromDynamicTree	std.meta.Child
fromDynamicTree	arena.allocator.alloc
fromDynamicTree	std.meta.intToEnum
fromDynamicTree	std.meta.trait.is
fromDynamicTree	std.math.cast
fromDynamicTree	compileError
fromDynamicTree	typeName
destroy	allocator.free
destroy	allocator.destroy
init	allocator.free
init	init
init	std.StringHashMap
init	stdUriFromLibPath
init	URI.fromPath
init	log.debug
init	std.fs.path.resolve
init	std.ArrayList
stdUriFromLibPath	allocator.free
stdUriFromLibPath	URI.fromPath
stdUriFromLibPath	log.debug
stdUriFromLibPath	std.fs.path.resolve
loadBuildAssociatedConfiguration	allocator.free
loadBuildAssociatedConfiguration	std.fs.path.join
loadBuildAssociatedConfiguration	std.fs.cwd
loadBuildAssociatedConfiguration	openFile
loadBuildAssociatedConfiguration	config_file.close
loadBuildAssociatedConfiguration	config_file.readToEndAlloc
loadBuildAssociatedConfiguration	std.json.parse
loadBuildAssociatedConfiguration	std.json.TokenStream.init
loadBuildAssociatedConfiguration	std.json.parseFree
loadBuildAssociatedConfiguration	std.mem.concat
loadBuildAssociatedConfiguration	URI.fromPath
loadPackages	allocator.free
loadPackages	std.mem.indexOfScalar
loadPackages	std.mem.split
loadPackages	URI.fromPath
loadPackages	URI.parse
loadPackages	std.ChildProcess.exec
loadPackages	log.debug
loadPackages	build_file.packages.shrinkAndFree
loadPackages	line_it.next
loadPackages	std.fs.path.resolve
loadPackages	std.mem.dupe
loadPackages	build_file.packages.addOne
newDocument	allocator.free
newDocument	std.mem.startsWith
newDocument	std.mem.indexOfScalar
newDocument	std.mem.eql
newDocument	std.mem.indexOf
newDocument	std.mem.split
newDocument	loadBuildAssociatedConfiguration
newDocument	std.fs.path.join
newDocument	std.fs.cwd
newDocument	openFile
newDocument	config_file.close
newDocument	config_file.readToEndAlloc
newDocument	std.json.parse
newDocument	std.json.TokenStream.init
newDocument	std.json.parseFree
newDocument	std.mem.concat
newDocument	URI.fromPath
newDocument	loadPackages
newDocument	URI.parse
newDocument	std.ChildProcess.exec
newDocument	log.debug
newDocument	build_file.packages.shrinkAndFree
newDocument	line_it.next
newDocument	std.fs.path.resolve
newDocument	std.mem.dupe
newDocument	build_file.packages.addOne
newDocument	self.allocator.destroy
newDocument	std.zig.parse
newDocument	tree.deinit
newDocument	analysis.makeDocumentScope
newDocument	document_scope.deinit
newDocument	std.mem.endsWith
newDocument	self.allocator.create
newDocument	build_file.destroy
newDocument	self.build_files.append
newDocument	std.mem.lastIndexOfScalar
newDocument	openDir
newDocument	folder.close
newDocument	folder.openFile
newDocument	build_file.close
newDocument	build_file.readToEndAllocOptions
newDocument	std.math.maxInt
newDocument	alignOf
newDocument	self.newDocument
newDocument	handle.uri
newDocument	self.collectImportUris
newDocument	self.allocator.free
newDocument	self.handles.putNoClobber
openDocument	log.debug
openDocument	std.mem.dupe
openDocument	self.newDocument
openDocument	self.allocator.free
openDocument	self.handles.getEntry
openDocument	std.mem.dupeZ
decrementBuildFileRefs	std.mem.indexOfScalar
decrementBuildFileRefs	log.debug
decrementBuildFileRefs	build_file.destroy
decrementBuildFileRefs	self.allocator.free
decrementBuildFileRefs	build_file.packages.deinit
decrementBuildFileRefs	self.decrementCount
decrementBuildFileRefs	self.build_files.swapRemove
decrementCount	std.debug.assert
decrementCount	log.debug
decrementCount	self.allocator.destroy
decrementCount	self.allocator.free
decrementCount	self.handles.getEntry
decrementCount	self.decrementCount
decrementCount	self.decrementBuildFileRefs
decrementCount	handle.tree.deinit
decrementCount	handle.document_scope.deinit
decrementCount	handle.imports_used.deinit
decrementCount	self.handles.remove
